Ref	Idx	Greek	Editions	TAGNT-Idx	SBL:Idx	SBL:TAGNT-Idx	NA28:Idx	NA28:TAGNT-Idx	RP05:Idx	RP05:TAGNT-Idx	|
Rom.16.24	@2:34	εἰς	WH Treg NA28 NA27 NIV	Rom.16.26#13			Rom.16.26#13	Rom.16.26#13			|
Rom.16.24	@2:35	ὑπακοὴν	WH Treg NA28 NA27 NIV	Rom.16.26#14			Rom.16.26#14	Rom.16.26#14			|
Rom.16.24	@2:36	πίστεως	WH Treg NA28 NA27 NIV	Rom.16.26#15			Rom.16.26#15	Rom.16.26#15			|
Rom.16.24	@2:37	εἰς	WH Treg NA28 NA27 NIV	Rom.16.26#16			Rom.16.26#16	Rom.16.26#16			|
Rom.16.24	@2:38	πάντα	WH Treg NA28 NA27 NIV	Rom.16.26#17			Rom.16.26#17	Rom.16.26#17			|
Rom.16.24	@2:39	τὰ	WH Treg NA28 NA27 NIV	Rom.16.26#18			Rom.16.26#18	Rom.16.26#18			|
Rom.16.24	@2:40	ἔθνη	WH Treg NA28 NA27 NIV	Rom.16.26#19			Rom.16.26#19	Rom.16.26#19			|
Rom.16.24	@2:41	γνωρισθέντος,	WH Treg NA28 NA27 NIV	Rom.16.26#20			Rom.16.26#20	Rom.16.26#20			|
Rom.16.24	@2:42	μόνῳ	WH Treg NA28 NA27 NIV	Rom.16.27#1			Rom.16.27#1	Rom.16.27#1			|
Rom.16.24	@2:43	σοφῷ	WH Treg NA28 NA27 NIV	Rom.16.27#2			Rom.16.27#2	Rom.16.27#2			|
Rom.16.24	@2:44	θεῷ	WH Treg NA28 NA27 NIV	Rom.16.27#3			Rom.16.27#3	Rom.16.27#3			|
Rom.16.24	@2:45	διὰ	WH Treg NA28 NA27 NIV	Rom.16.27#4			Rom.16.27#4	Rom.16.27#4			|
Rom.16.24	@2:46	Ἰησοῦ	WH Treg NA28 NA27 NIV	Rom.16.27#5			Rom.16.27#5	Rom.16.27#5			|
Rom.16.24	@2:47	Χριστοῦ	WH Treg NA28 NA27 NIV	Rom.16.27#6			Rom.16.27#6	Rom.16.27#6			|
Rom.16.24	@2:48	ᾧ	WH Treg NA28 NA27 NIV	Rom.16.27#7			Rom.16.27#7	Rom.16.27#7			|
Rom.16.24	@2:49	ἡ	WH Treg NA28 NA27 NIV	Rom.16.27#8			Rom.16.27#8	Rom.16.27#8			|
Rom.16.24	@2:50	δόξα	WH Treg NA28 NA27 NIV	Rom.16.27#9			Rom.16.27#9	Rom.16.27#9			|
Rom.16.24	@2:51	εἰς	WH Treg NA28 NA27 NIV	Rom.16.27#10			Rom.16.27#10	Rom.16.27#10			|
Rom.16.24	@2:52	τοὺς	WH Treg NA28 NA27 NIV	Rom.16.27#11			Rom.16.27#11	Rom.16.27#11			|
Rom.16.24	@2:53	αἰῶνας·	WH Treg NA28 NA27 NIV	Rom.16.27#12			Rom.16.27#12	Rom.16.27#12			|
Rom.16.24	@2:54	ἀμήν.	WH Treg NA28 NA27 NIV	Rom.16.27#13			Rom.16.27#13	Rom.16.27#13			|
1Co.1.1	@1:1	Χριστοῦ	SBL Treg NA28 NA27 NIV	@4	@4	@4	@4	@4			|
1Co.1.1	@1:2	Ἰησοῦ	SBL Treg NA28 NA27 NIV	@5	@5	@5	@5	@5			|
1Co.1.1	@1:3	Ἰησοῦ	WH RP TR	@5					@4	@5	|
1Co.1.1	@1:4	Χριστοῦ	WH RP TR	@4					@5	@4	|
1Co.1.2	@1:1	ἡγιασμένοις	SBL Treg	@9	@5	@9					|
1Co.1.2	@1:2	ἐν	SBL Treg	@10	@6	@10					|
1Co.1.2	@1:3	Χριστῷ	SBL Treg	@11	@7	@11					|
1Co.1.2	@1:4	Ἰησοῦ	SBL Treg	@12	@8	@12					|
1Co.1.2	@1:5	τῇ	SBL Treg	@5	@9	@5					|
1Co.1.2	@1:6	οὔσῃ	SBL Treg	@6	@10	@6					|
1Co.1.2	@1:7	ἐν	SBL Treg	@7	@11	@7					|
1Co.1.2	@1:8	Κορίνθῳ	SBL Treg	@8	@12	@8					|
1Co.1.2	@1:9	τῇ	WH RP NA28 NA27 NIV TR	@5			@5	@5	@5	@5	|
1Co.1.2	@1:10	οὔσῃ	WH RP NA28 NA27 NIV TR	@6			@6	@6	@6	@6	|
1Co.1.2	@1:11	ἐν	WH RP NA28 NA27 NIV TR	@7			@7	@7	@7	@7	|
1Co.1.2	@1:12	Κορίνθῳ	WH RP NA28 NA27 NIV TR	@8			@8	@8	@8	@8	|
1Co.1.2	@1:13	ἡγιασμένοις	WH RP NA28 NA27 NIV TR	@9			@9	@9	@9	@9	|
1Co.1.2	@1:14	ἐν	WH RP NA28 NA27 NIV TR	@10			@10	@10	@10	@10	|
1Co.1.2	@1:15	Χριστῷ	WH RP NA28 NA27 NIV TR	@11			@11	@11	@11	@11	|
1Co.1.2	@1:16	Ἰησοῦ	WH RP NA28 NA27 NIV TR	@12			@12	@12	@12	@12	|
1Co.1.2	@2:1	αὐτῶν	SBL WH Treg RP NA28 NA27 NIV TR	@29	@29	@29	@29	@29	@29	@29	|
1Co.1.2	@2:2	τε	RP TR	@30					@30	@30	|
1Co.1.4	@1:1	μου	SBL Treg RP NA28 NA27 NIV TR	@4	@4	@4	@4	@4	@4	@4	|
1Co.1.14	@1:1	εὐχαριστῶ	SBL WH Treg RP NA28 NA27 NIV TR	@1	@1	@1	@1	@1	@1	@1	|
1Co.1.14	@1:2	τῷ	Treg RP NA28 NA27 TR	@2			@2	@2	@2	@2	|
1Co.1.14	@1:3	θεῷ	Treg RP NA28 NA27 TR	@3			@3	@3	@3	@3	|
1Co.1.15	@1:1	ἐβαπτίσθητε	SBL WH Treg NA28 NA27 NIV	@10	@10	@10	@10	@10			|
1Co.1.15	@1:2	ἐβάπτισα	RP TR	@80					@10	@80	|
1Co.1.20	@1:1	κόσμου	SBL WH Treg RP NA28 NA27 NIV TR	@17	@17	@17	@17	@17	@17	@17	|
1Co.1.20	@1:2	τούτου	RP TR	@18					@18	@18	|
1Co.1.22	@1:1	σημεῖα	SBL WH Treg NA28 NA27 NIV	@4	@4	@4	@4	@4			|
1Co.1.22	@1:2	σημεῖον	RP TR	@80					@4	@80	|
1Co.1.23	@1:1	ἔθνεσιν	SBL WH Treg NA28 NA27 NIV	@9	@9	@9	@9	@9			|
1Co.1.23	@1:2	Ἕλλησιν	RP TR	@80					@9	@80	|
1Co.1.25	@1:1	ἀνθρώπων	SBL WH Treg RP NA28 NA27 NIV TR	@17	@17	@17	@17	@17	@17	@17	|
1Co.1.25	@1:2	ἐστίν	RP TR	@18					@18	@18	|
1Co.1.27	@1:1	καταισχύνῃ	SBL WH Treg NA28 NA27 NIV	@10	@10	@10	@10	@10			|
1Co.1.27	@1:2	τοὺς	SBL WH Treg NA28 NA27 NIV	@11	@11	@11	@11	@11			|
1Co.1.27	@1:3	σοφούς	SBL WH Treg NA28 NA27 NIV	@12	@12	@12	@12	@12			|
1Co.1.27	@1:4	τοὺς	RP TR	@11					@10	@11	|
1Co.1.27	@1:5	σοφούς	RP TR	@12					@11	@12	|
1Co.1.27	@1:6	καταισχύνῃ	RP TR	@10					@12	@10	|
1Co.1.28	@1:1	τὰ	SBL Treg NA28 NA27 NIV	@13	@12	@13	@12	@13			|
1Co.1.28	@1:2	καὶ	WH RP TR	@12					@12	@12	|
1Co.1.28	@1:3	τὰ	WH RP TR	@13					@13	@13	|
1Co.1.30	@1:1	σοφία	SBL WH Treg NA28 NA27 NIV	@11	@11	@11	@11	@11			|
1Co.1.30	@1:2	ἡμῖν	SBL WH Treg NA28 NA27 NIV	@12	@12	@12	@12	@12			|
1Co.1.30	@1:3	ἡμῖν	RP TR	@12					@11	@12	|
1Co.1.30	@1:4	σοφία	RP TR	@11					@12	@11	|
1Co.2.1	@1:1	μαρτύριον	SBL Treg RP NIV TR	@80	@16	@80			@16	@80	|
1Co.2.1	@1:2	μυστήριον	WH NA28 NA27	@16			@16	@16			|
1Co.2.2	@1:1	τι	SBL WH Treg NA28 NA27 NIV	@5	@4	@5	@4	@5			|
1Co.2.2	@1:2	εἰδέναι	SBL WH Treg NA28 NA27 NIV	@6	@5	@6	@5	@6			|
1Co.2.2	@1:3	τοῦ	RP TR	@4					@4	@4	|
1Co.2.2	@1:4	εἰδέναι	RP TR	@6					@5	@6	|
1Co.2.2	@1:5	τι	RP TR	@5					@6	@5	|
1Co.2.4	@1:1	πειθοῖ	SBL Holmes	@80	@11	@80					|
1Co.2.4	@1:2	σοφίας	SBL Holmes	@13	@12	@13					|
1Co.2.4	@1:3	πειθοῖς	WH Treg NA28 NA27 NIV	@11			@11	@11			|
1Co.2.4	@1:4	σοφίας	WH Treg NA28 NA27 NIV	@13			@12	@13			|
1Co.2.4	@1:5	λόγοις	WH Treg NA28 NA27 NIV	@14			@13	@14			|
1Co.2.4	@1:6	πειθοῖς	RP TR	@11					@11	@11	|
1Co.2.4	@1:7	ἀνθρωπίνης	RP TR	@12					@12	@12	|
1Co.2.4	@1:8	σοφίας	RP TR	@13					@13	@13	|
1Co.2.4	@1:9	λόγοις	RP TR	@14					@14	@14	|
1Co.2.7	@1:1	θεοῦ	SBL WH Treg NA28 NA27 NIV	@3	@3	@3	@3	@3			|
1Co.2.7	@1:2	σοφίαν	SBL WH Treg NA28 NA27 NIV	@4	@4	@4	@4	@4			|
1Co.2.7	@1:3	σοφίαν	RP TR	@4					@3	@4	|
1Co.2.7	@1:4	θεοῦ	RP TR	@3					@4	@3	|
1Co.2.9	@1:1	ὅσα	SBL WH Treg	@80	@18	@80					|
1Co.2.9	@1:2	ἃ	RP NA28 NA27 NIV TR	@18			@18	@18	@18	@18	|
1Co.2.10	@1:1	γὰρ	SBL WH	@80	@2	@80					|
1Co.2.10	@1:2	δὲ	Treg RP NA28 NA27 NIV TR	@2			@2	@2	@2	@2	|
1Co.2.10	@2:1	ἀπεκάλυψεν	SBL WH Treg NA28 NA27 NIV	@3	@3	@3	@3	@3			|
1Co.2.10	@2:2	ὁ	SBL WH Treg NA28 NA27 NIV	@4	@4	@4	@4	@4			|
1Co.2.10	@2:3	θεὸς	SBL WH Treg NA28 NA27 NIV	@5	@5	@5	@5	@5			|
1Co.2.10	@2:4	ὁ	RP TR	@4					@3	@4	|
1Co.2.10	@2:5	θεὸς	RP TR	@5					@4	@5	|
1Co.2.10	@2:6	ἀπεκάλυψεν	RP TR	@3					@5	@3	|
1Co.2.10	@3:1	πνεύματος	SBL WH Treg RP NA28 NA27 NIV TR	@8	@8	@8	@8	@8	@8	@8	|
1Co.2.10	@3:2	αὐτοῦ	RP TR	@9					@9	@9	|
1Co.2.11	@1:1	ἔγνωκεν	SBL WH Treg NA28 NA27 NIV	@23	@23	@23	@23	@23			|
1Co.2.11	@1:2	οἶδεν	RP TR	@80					@23	@80	|
1Co.2.13	@1:1	πνεύματος	SBL WH Treg RP NA28 NA27 NIV TR	@13	@13	@13	@13	@13	@13	@13	|
1Co.2.13	@1:2	ἁγίου	RP TR	@14					@14	@14	|
1Co.2.15	@1:1	τὰ	SBL NA28 NA27 NIV	@5	@5	@5	@5	@5			|
1Co.2.15	@1:2	μὲν	WH Treg RP TR	@80					@5	@80	|
1Co.3.1	@1:1	λαλῆσαι	SBL WH Treg NA28 NA27 NIV	@5	@5	@5	@5	@5			|
1Co.3.1	@1:2	ὑμῖν	SBL WH Treg NA28 NA27 NIV	@6	@6	@6	@6	@6			|
1Co.3.1	@1:3	ὑμῖν	RP TR	@6					@6	@6	|
1Co.3.1	@1:4	λαλῆσαι	RP TR	@5					@7	@5	|
1Co.3.1	@2:1	σαρκίνοις	SBL WH Treg NA28 NA27 NIV	@11	@11	@11	@11	@11			|
1Co.3.1	@2:2	σαρκικοῖς	RP TR	@82					@12	@82	|
1Co.3.2	@1:1	οὐ	SBL WH Treg NA28 NA27 NIV	@5	@4	@5	@4	@5			|
1Co.3.2	@1:2	καὶ	RP TR	@4					@4	@4	|
1Co.3.2	@1:3	οὐ	RP TR	@5					@5	@5	|
1Co.3.2	@2:1	οὐδὲ	SBL WH Treg NA28 NA27 NIV	@11	@10	@11	@10	@11			|
1Co.3.2	@2:2	οὖτε	RP TR	@80					@11	@80	|
1Co.3.3	@1:1	ἔρις	SBL WH Treg RP NA28 NA27 NIV TR	@11	@11	@11	@11	@11	@11	@11	|
1Co.3.3	@1:2	καὶ	RP TR	@12					@12	@12	|
1Co.3.3	@1:3	διχοστασίαι	RP TR	@13					@13	@13	|
1Co.3.4	@1:1	οὐκ	SBL WH Treg NA28 NA27 NIV	@13	@13	@13	@13	@13			|
1Co.3.4	@1:2	ἄνθρωποί	SBL WH Treg NA28 NA27 NIV	@14	@14	@14	@14	@14			|
1Co.3.4	@1:3	οὐχὶ	RP TR	@80					@13	@80	|
1Co.3.4	@1:4	σαρκικοί	RP TR	@81					@14	@81	|
1Co.3.5	@1:1	Τί	SBL WH Treg NA28 NA27 NIV	@1	@1	@1	@1	@1			|
1Co.3.5	@1:2	Τίς	RP TR	@80					@1	@80	|
1Co.3.5	@2:1	Ἀπολλῶς	SBL WH Treg NA28 NA27 NIV	@4	@4	@4	@4	@4			|
1Co.3.5	@2:2	τί	SBL WH Treg NA28 NA27 NIV	@5	@5	@5	@5	@5			|
1Co.3.5	@2:3	δέ	SBL WH Treg NA28 NA27 NIV	@6	@6	@6	@6	@6			|
1Co.3.5	@2:4	ἐστιν	SBL WH Treg NA28 NA27 NIV	@7	@7	@7	@7	@7			|
1Co.3.5	@2:5	Παῦλος	SBL WH Treg NA28 NA27 NIV	@8	@8	@8	@8	@8			|
1Co.3.5	@2:6	Παῦλος	RP TR	@8					@4	@8	|
1Co.3.5	@2:7	τίς	RP TR	@81					@5	@81	|
1Co.3.5	@2:8	δὲ	RP TR	@6					@6	@6	|
1Co.3.5	@2:9	Ἀπολλώς	RP TR	@4					@7	@4	|
1Co.3.5	@3:1	διάκονοι	SBL WH Treg NA28 NA27 NIV	@11	@9	@11	@9	@11			|
1Co.3.5	@3:2	ἀλλʼ	RP TR	@9					@8	@9	|
1Co.3.5	@3:3	ἢ	RP TR	@10					@9	@10	|
1Co.3.5	@3:4	διάκονοι	RP TR	@11					@10	@11	|
1Co.3.10	@1:1	ἔθηκα	SBL WH Treg NA28 NA27 NIV	@13	@13	@13	@13	@13			|
1Co.3.10	@1:2	τέθεικα	RP TR	@80					@13	@80	|
1Co.3.12	@1:1	θεμέλιον	SBL WH Treg RP NA28 NA27 NIV TR	@7	@7	@7	@7	@7	@7	@7	|
1Co.3.12	@1:2	τοῦτον	RP TR	@8					@8	@8	|
1Co.3.12	@2:1	χρυσόν	SBL WH RP NA28 NA27 NIV TR	@9	@8	@9	@8	@9	@9	@9	|
1Co.3.12	@2:2	ἄργυρον	SBL WH RP NA28 NA27 NIV TR	@10	@9	@10	@9	@10	@10	@10	|
1Co.3.12	@2:3	χρυσίον	Treg								|
1Co.3.12	@2:4	ἀργύριον	Treg								|
1Co.3.13	@1:1	αὐτὸ	SBL WH Treg NA28 NA27	@22	@22	@22	@22	@22			|
1Co.3.16	@1:1	οἰκεῖ	SBL Treg RP NA28 NA27 NIV TR	@12	@12	@12	@12	@12	@12	@12	|
1Co.3.16	@1:2	ἐν	SBL Treg RP NA28 NA27 NIV TR	@13	@13	@13	@13	@13	@13	@13	|
1Co.3.16	@1:3	ὑμῖν	SBL Treg RP NA28 NA27 NIV TR	@14	@14	@14	@14	@14	@14	@14	|
1Co.3.16	@1:4	ἐν	WH								|
1Co.3.16	@1:5	ὑμῖν	WH								|
1Co.3.16	@1:6	οἰκεῖ	WH								|
1Co.3.22	@1:1	ὑμῶν	SBL WH Treg RP NA28 NA27 NIV TR	@18	@18	@18	@18	@18	@18	@18	|
1Co.3.22	@1:2	ἐστιν	RP TR	@19					@19	@19	|
1Co.4.2	@1:1	ὧδε	SBL WH Treg NA28 NA27 NIV	@1	@1	@1	@1	@1			|
1Co.4.2	@1:2	Ὃ	RP TR	@80					@1	@80	|
1Co.4.2	@1:3	δὲ	RP TR	@81					@2	@81	|
1Co.4.6	@1:1	Ἀπολλῶν	SBL WH Treg NA28 NA27 NIV	@8	@8	@8	@8	@8			|
1Co.4.6	@1:2	Ἀπολλὼ	RP TR	@8					@8	@8	|
1Co.4.6	@2:1	ἃ	SBL WH Treg NA28 NA27 NIV	@18	@18	@18	@18	@18			|
1Co.4.6	@2:2	ὃ	RP TR	@80					@18	@80	|
1Co.4.6	@3:1	γέγραπται	SBL WH Treg RP NA28 NA27 NIV TR	@19	@19	@19	@19	@19	@19	@19	|
1Co.4.6	@3:2	φρονεῖν	RP TR	@20					@20	@20	|
1Co.4.9	@1:1	γάρ	SBL WH Treg RP NA28 NA27 NIV TR	@2	@2	@2	@2	@2	@2	@2	|
1Co.4.9	@1:2	ὅτι	RP NIV TR	@3					@3	@3	|
1Co.4.13	@1:1	δυσφημούμενοι	SBL WH NA28 NA27 NIV	@1	@1	@1	@1	@1			|
1Co.4.13	@1:2	βλασφημούμενοι	Treg RP TR	@80					@1	@80	|
1Co.4.14	@1:1	νουθετῶν	SBL WH NA28 NA27 NIV	@11	@11	@11	@11	@11			|
1Co.4.14	@1:2	νουθετῶ	Treg RP TR	@80					@11	@80	|
1Co.4.17	@1:1	μου	SBL WH Treg NA28 NA27 NIV	@8	@8	@8	@8	@8			|
1Co.4.17	@1:2	τέκνον	SBL WH Treg NA28 NA27 NIV	@9	@9	@9	@9	@9			|
1Co.4.17	@1:3	τέκνον	RP TR	@9					@8	@9	|
1Co.4.17	@1:4	μου	RP TR	@8					@9	@8	|
1Co.4.17	@2:1	Ἰησοῦ	SBL WH NA28 NA27 NIV	@24	@24	@24	@24	@24			|
1Co.5.1	@1:1	ἔθνεσιν	SBL WH Treg RP NA28 NA27 NIV TR	@13	@13	@13	@13	@13	@13	@13	|
1Co.5.1	@1:2	ὀνομάζεται	RP TR	@14					@14	@14	|
1Co.5.2	@1:1	ἀρθῇ	SBL WH Treg NA28 NA27 NIV	@10	@10	@10	@10	@10			|
1Co.5.2	@1:2	ἐξαρθῇ	RP TR	@81					@10	@81	|
1Co.5.2	@2:1	ποιήσας	SBL Treg RP TR	@80	@18	@80			@18	@80	|
1Co.5.2	@2:2	πράξας	WH NA28 NA27 NIV	@18			@18	@18			|
1Co.5.3	@1:1	ἀπὼν	SBL WH Treg NA28 NA27 NIV	@5	@4	@5	@4	@5			|
1Co.5.3	@1:2	ὡς	RP TR	@4					@4	@4	|
1Co.5.3	@1:3	ἀπὼν	RP TR	@5					@5	@5	|
1Co.5.4	@1:1	Ἰησοῦ	SBL WH Treg RP NA28 NA27 NIV TR	@7	@7	@7	@7	@7	@7	@7	|
1Co.5.4	@1:2	Χριστοῦ	RP TR	@8					@8	@8	|
1Co.5.4	@2:1	Ἰησοῦ	SBL WH Treg RP NA28 NA27 NIV TR	@21	@20	@21	@20	@21	@21	@21	|
1Co.5.4	@2:2	Χριστοῦ	RP TR	@22					@22	@22	|
1Co.5.5	@1:1	κυρίου	SBL WH Treg RP NA28 NA27 NIV TR	@18	@18	@18	@18	@18	@18	@18	|
1Co.5.5	@1:2	Ἰησοῦ	Treg RP TR	@19					@19	@19	|
1Co.5.7	@1:1	ἡμῶν	SBL WH Treg RP NA28 NA27 NIV TR	@17	@16	@17	@16	@17	@16	@17	|
1Co.5.7	@1:2	ὑπὲρ	RP TR	@18					@17	@18	|
1Co.5.7	@1:3	ἡμῶν	RP TR	@19					@18	@19	|
1Co.5.10	@1:1	οὐ	SBL WH Treg NA28 NA27 NIV	@2	@1	@2	@1	@2			|
1Co.5.10	@1:2	καὶ	RP TR	@12					@1	@12	|
1Co.5.10	@1:3	οὐ	RP TR	@2					@2	@2	|
1Co.5.10	@2:1	καὶ	SBL WH Treg NA28 NA27 NIV	@12	@11	@12	@11	@12			|
1Co.5.10	@2:2	ἢ	RP TR	@81					@12	@81	|
1Co.5.10	@3:1	ὠφείλετε	SBL WH Treg NA28 NA27 NIV	@17	@16	@17	@16	@17			|
1Co.5.10	@3:2	ὀφείλετε	RP TR	@80					@17	@80	|
1Co.5.12	@1:1	μοι	SBL WH Treg RP NA28 NA27 NIV TR	@3	@3	@3	@3	@3	@3	@3	|
1Co.5.12	@1:2	καί	RP TR	@4					@4	@4	|
1Co.5.13	@1:1	κρίνει	SBL WH Treg	@6	@6	@6					|
1Co.5.13	@1:2	κρινεῖ	RP NA28 NA27 NIV TR	@6			@6	@6	@6	@6	|
1Co.5.13	@2:1	ἐξάρατε	SBL WH Treg NA28 NA27 NIV	@8	@7	@8	@7	@8			|
1Co.5.13	@2:2	Καί	RP TR	@7					@7	@7	|
1Co.5.13	@2:3	ἐξαρεῖτε	RP TR	@80					@8	@80	|
1Co.6.2	@1:1	ἢ	SBL WH Treg NA28 NA27 NIV	@1	@1	@1	@1	@1			|
1Co.6.5	@1:1	οὐδεὶς	SBL WH Treg NA28 NA27 NIV	@10	@10	@10	@10	@10			|
1Co.6.5	@1:2	σοφὸς	SBL WH Treg NA28 NA27 NIV	@11	@11	@11	@11	@11			|
1Co.6.5	@1:3	σοφὸς	RP TR	@11					@10	@11	|
1Co.6.5	@1:4	οὐδὲ	RP TR	@80					@11	@80	|
1Co.6.5	@1:5	εἷς	RP TR	@81					@12	@81	|
1Co.6.5	@2:1	ἀδελφοῦ	SBL WH Treg RP NA28 NA27 NIV TR Holmes	@18	@18	@18	@18	@18	@19	@18	|
1Co.6.5	@2:2	καὶ	Holmes								|
1Co.6.5	@2:3	τοῦ	Holmes								|
1Co.6.5	@2:4	ἀδελφοῦ	Holmes								|
1Co.6.7	@1:1	οὖν	SBL WH Treg RP NA28 NA27 TR	@3	@3	@3	@3	@3	@3	@3	|
1Co.6.8	@1:1	τοῦτο	SBL WH Treg NA28 NA27 NIV	@7	@7	@7	@7	@7			|
1Co.6.8	@1:2	ταῦτα	RP TR	@80					@7	@80	|
1Co.6.9	@1:1	θεοῦ	SBL WH Treg NA28 NA27 NIV	@6	@6	@6	@6	@6			|
1Co.6.9	@1:2	βασιλείαν	SBL WH Treg NA28 NA27 NIV	@7	@7	@7	@7	@7			|
1Co.6.9	@1:3	βασιλείαν	RP TR	@7					@6	@7	|
1Co.6.9	@1:4	θεοῦ	RP TR	@6					@7	@6	|
1Co.6.10	@1:1	κλέπται	SBL WH Treg NA28 NA27 NIV	@2	@2	@2	@2	@2			|
1Co.6.10	@1:2	οὔτε	SBL WH Treg NA28 NA27 NIV	@3	@3	@3	@3	@3			|
1Co.6.10	@1:3	πλεονέκται	SBL WH Treg NA28 NA27 NIV	@4	@4	@4	@4	@4			|
1Co.6.10	@1:4	πλεονέκται	RP TR	@4					@2	@4	|
1Co.6.10	@1:5	οὔτε	RP TR	@1					@3	@1	|
1Co.6.10	@1:6	κλέπται	RP TR	@2					@4	@2	|
1Co.6.10	@2:1	οὐ	SBL WH Treg NA28 NA27 NIV	@5	@5	@5	@5	@5			|
1Co.6.10	@2:2	οὔτε	RP TR	@3					@5	@3	|
1Co.6.10	@3:1	θεοῦ	SBL WH Treg RP NA28 NA27 NIV TR	@12	@12	@12	@12	@12	@12	@12	|
1Co.6.10	@3:2	οὐ	RP TR	@81					@13	@81	|
1Co.6.11	@1:1	Ἰησοῦ	SBL RP TR	@17	@16	@17			@16	@17	|
1Co.6.11	@1:2	Ἰησοῦ	Treg NA28 NA27 NIV	@17			@16	@17			|
1Co.6.11	@1:3	Χριστοῦ	Treg NA28 NA27 NIV	@18			@17	@18			|
1Co.6.11	@1:4	ἡμῶν	WH								|
1Co.6.11	@1:5	Ἰησοῦ	WH								|
1Co.6.11	@1:6	Χριστοῦ	WH								|
1Co.6.16	@1:1	ἢ	SBL WH Treg NA28 NA27 NIV	@1	@1	@1	@1	@1			|
1Co.6.20	@1:1	ὑμῶν	SBL WH Treg RP NA28 NA27 NIV TR	@11	@11	@11	@11	@11	@11	@11	|
1Co.6.20	@1:2	καὶ	RP TR	@12					@12	@12	|
1Co.6.20	@1:3	ἐν	RP TR	@13					@13	@13	|
1Co.6.20	@1:4	τῷ	RP TR	@14					@14	@14	|
1Co.6.20	@1:5	πνεύματι	RP TR	@15					@15	@15	|
1Co.6.20	@1:6	ὑμῶν	RP TR	@16					@16	@16	|
1Co.6.20	@1:7	ἅτινά	RP TR	@17					@17	@17	|
1Co.6.20	@1:8	ἐστιν	RP TR	@18					@18	@18	|
1Co.6.20	@1:9	τοῦ	RP TR	@19					@19	@19	|
1Co.6.20	@1:10	θεοῦ	RP TR	@20					@20	@20	|
1Co.7.1	@1:1	ἐγράψατε	SBL WH Treg RP NA28 NA27 NIV TR	@4	@4	@4	@4	@4	@4	@4	|
1Co.7.1	@1:2	μοι	Treg RP TR	@5					@5	@5	|
1Co.7.3	@1:1	ὀφειλὴν	SBL WH Treg NA28 NA27 NIV	@6	@6	@6	@6	@6			|
1Co.7.3	@1:2	ὀφειλομένην	RP TR	@80					@6	@80	|
1Co.7.3	@1:3	εὔνοιαν	RP TR	@7					@7	@7	|
1Co.7.5	@1:1	σχολάσητε	SBL WH Treg NA28 NA27 NIV	@12	@12	@12	@12	@12			|
1Co.7.5	@1:2	σχολάζητε	RP TR	@82					@13	@82	|
1Co.7.5	@2:1	τῇ	SBL WH Treg RP NA28 NA27 NIV TR		@13	@16	@13	@16	@14	@13	|
1Co.7.5	@2:2	νηστείᾳ	RP TR	@14					@15	@14	|
1Co.7.5	@2:3	καὶ	RP TR	@15					@16	@15	|
1Co.7.5	@2:4	τῇ	RP TR	@16					@17	@16	|
1Co.7.5	@3:1	ἦτε	SBL WH Treg NA28 NA27 NIV	@23	@20	@23	@20	@23			|
1Co.7.5	@3:2	συνέρχησθε	RP TR	@83					@24	@83	|
1Co.7.7	@1:1	δὲ	SBL WH Treg NA28 NA27 NIV	@2	@2	@2	@2	@2			|
1Co.7.7	@1:2	γὰρ	RP TR	@80					@2	@80	|
1Co.7.7	@2:1	ἔχει	SBL WH Treg NA28 NA27 NIV	@12	@12	@12	@12	@12			|
1Co.7.7	@2:2	χάρισμα	SBL WH Treg NA28 NA27 NIV	@13	@13	@13	@13	@13			|
1Co.7.7	@2:3	χάρισμα	RP TR	@13					@12	@13	|
1Co.7.7	@2:4	ἔχει	RP TR	@12					@13	@12	|
1Co.7.7	@3:1	ὁ	SBL WH Treg NA28 NA27 NIV	@16	@16	@16	@16	@16			|
1Co.7.7	@3:2	ὃς	RP TR	@81					@16	@81	|
1Co.7.7	@4:1	ὁ	SBL WH Treg NA28 NA27 NIV	@19	@19	@19	@19	@19			|
1Co.7.7	@4:2	ὃς	RP TR	@82					@19	@82	|
1Co.7.8	@1:1	αὐτοῖς	SBL WH Treg RP NA28 NA27 NIV TR	@9	@9	@9	@9	@9	@9	@9	|
1Co.7.8	@1:2	ἐστιν	RP TR	@10					@10	@10	|
1Co.7.9	@1:1	γαμῆσαι	SBL Treg RP NA28 NA27 NIV TR	@9	@9	@9	@9	@9	@9	@9	|
1Co.7.9	@1:2	γαμεῖν	WH								|
1Co.7.12	@1:1	λέγω	SBL WH Treg NA28 NA27 NIV	@4	@4	@4	@4	@4			|
1Co.7.12	@1:2	ἐγώ	SBL WH Treg NA28 NA27 NIV	@5	@5	@5	@5	@5			|
1Co.7.12	@1:3	ἐγώ	RP TR	@5					@4	@5	|
1Co.7.12	@1:4	λέγω	RP TR	@4					@5	@4	|
1Co.7.13	@1:1	εἴ	SBL NA28 NA27 NIV	@3	@3	@3	@3	@3			|
1Co.7.13	@1:2	τις	SBL NA28 NA27 NIV	@4	@4	@4	@4	@4			|
1Co.7.13	@1:3	ἥτις	WH Treg RP TR	@80					@3	@80	|
1Co.7.13	@2:1	οὗτος	SBL WH Treg NA28 NA27 NIV	@9	@9	@9	@9	@9			|
